GO ID	DB Object Symbol
GO:0090075	P2RY1
GO:0097746	P2RY1
GO:0099509	P2RY1
GO:2000300	P2RY1
GO:0007186	AVPR1B
GO:0007202	AVPR1B
GO:0007204	AVPR1B
GO:0010259	AVPR1B
GO:0032430	AVPR1B
GO:0042127	AVPR1B
GO:0043410	AVPR1B
GO:0046718	AVPR1B
GO:0060732	AVPR1B
GO:0090238	AVPR1B
GO:0150104	AVPR1B
GO:0014807	CDX1
GO:0045944	CDX1
GO:0045944	CDX1
GO:0060349	CDX1
GO:0002181	RPL29
GO:0002181	RPL29
GO:0006412	RPL29
GO:0007566	RPL29
GO:0000082	ID4
GO:0000122	ID4
GO:0001649	ID4
GO:0002052	ID4
GO:0007405	ID4
GO:0008104	ID4
GO:0010628	ID4
GO:0021766	ID4
GO:0021895	ID4
GO:0022010	ID4
GO:0045444	ID4
GO:0045599	ID4
GO:0045665	ID4
GO:0045892	ID4
GO:0045944	ID4
GO:0048708	ID4
GO:0048712	ID4
GO:0048715	ID4
GO:0060740	ID4
GO:0060741	ID4
GO:0061682	ID4
GO:0006915	LGALS7
GO:0007157	LGALS7
GO:0008150	MT4
GO:0007268	NPTX2
GO:0008306	NPTX2
GO:0098962	NPTX2
GO:0098962	NPTX2
GO:0000288	ZFP36L2
GO:0006402	ZFP36L2
GO:0009611	ZFP36L2
GO:0030097	ZFP36L2
GO:0033077	ZFP36L2
GO:0035019	ZFP36L2
GO:0043488	ZFP36L2
GO:0043488	ZFP36L2
GO:0044344	ZFP36L2
GO:0045577	ZFP36L2
GO:0045599	ZFP36L2
GO:0048103	ZFP36L2
GO:0060216	ZFP36L2
GO:0061158	ZFP36L2
GO:0061158	ZFP36L2
GO:0070371	ZFP36L2
GO:0071356	ZFP36L2
GO:0071364	ZFP36L2
GO:0071385	ZFP36L2
GO:0071560	ZFP36L2
GO:0097011	ZFP36L2
GO:1900153	ZFP36L2
GO:1901991	ZFP36L2
GO:2000737	ZFP36L2
GO:0022904	UQCRFS1
GO:0034551	UQCRFS1
GO:1902600	UQCRFS1
GO:0000255	XDH
GO:0001933	XDH
GO:0001937	XDH
GO:0006147	XDH
GO:0006148	XDH
GO:0006149	XDH
GO:0006154	XDH
GO:0006157	XDH
GO:0006161	XDH
GO:0006196	XDH
GO:0006204	XDH
GO:0006919	XDH
GO:0007595	XDH
GO:0009114	XDH
GO:0009115	XDH
GO:0009115	XDH
GO:0010629	XDH
GO:0016226	XDH
GO:0045602	XDH
GO:0046038	XDH
GO:0046055	XDH
GO:0046059	XDH
GO:0051898	XDH
GO:1900745	XDH
GO:1900747	XDH
GO:2000379	XDH
GO:2001213	XDH
GO:0001916	XCL1
GO:0002690	XCL1
GO:0002725	XCL1
GO:0002726	XCL1
GO:0002826	XCL1
GO:0007165	XCL1
GO:0007267	XCL1
GO:0009615	XCL1
GO:0010820	XCL1
GO:0030593	XCL1
GO:0032689	XCL1
GO:0032703	XCL1
GO:0032733	XCL1
GO:0035782	XCL1
GO:0043433	XCL1
GO:0045892	XCL1
GO:0050727	XCL1
GO:0051209	XCL1
GO:0051281	XCL1
GO:0071353	XCL1
GO:0071560	XCL1
GO:0071636	XCL1
GO:0071663	XCL1
GO:0090023	XCL1
GO:2000412	XCL1
GO:2000503	XCL1
GO:2000513	XCL1
GO:2000518	XCL1
GO:2000538	XCL1
GO:2000553	XCL1
GO:2000556	XCL1
GO:2000558	XCL1
GO:2000562	XCL1
GO:2000563	XCL1
GO:2000566	XCL1
GO:0006919	FASLG
GO:0008625	FASLG
GO:0043065	FASLG
GO:1903514	FASLG
GO:0000122	FASLG
GO:0006915	FASLG
GO:0006919	FASLG
GO:0006925	FASLG
GO:0007165	FASLG
GO:0007267	FASLG
GO:0008284	FASLG
GO:0008625	FASLG
GO:0016525	FASLG
GO:0030644	FASLG
GO:0032496	FASLG
GO:0043065	FASLG
GO:0043123	FASLG
GO:0043525	FASLG
GO:0045742	FASLG
GO:0046666	FASLG
GO:0048388	FASLG
GO:0070231	FASLG
GO:0070266	FASLG
GO:0070848	FASLG
GO:0071346	FASLG
GO:0097190	FASLG
GO:0097191	FASLG
GO:0097527	FASLG
GO:1905782	FASLG
GO:2000353	FASLG
GO:0071705	SLC6A8
GO:0006600	SLC6A8
GO:0006836	SLC6A8
GO:0006936	SLC6A8
GO:0015881	SLC6A8
GO:0015881	SLC6A8
GO:0007187	MTNR1A
GO:0007193	MTNR1A
GO:0007617	MTNR1A
GO:0006754	ATP5PO
GO:0015986	ATP5PO
GO:0042776	ATP5PO
GO:1902600	ATP5PO
GO:1990573	KCNJ1
GO:0006813	KCNJ4
GO:0006813	KCNJ6
GO:0007039	CPA2
GO:0007215	GRIA4
GO:0034220	GRIA4
GO:0034220	GRIA4
GO:0034392	GRIA4
GO:0035235	GRIA4
GO:0035235	GRIA4
GO:0099505	GRIA4
GO:0001837	LIMS1
GO:0050678	LIMS1
GO:0010628	LIMS1
GO:0010811	LIMS1
GO:0033209	LIMS1
GO:0043547	LIMS1
GO:0045184	LIMS1
GO:0045892	LIMS1
GO:0051894	LIMS1
GO:0071560	LIMS1
GO:1900026	LIMS1
GO:1901224	LIMS1
GO:0045785	CXCL12
GO:2000406	CXCL12
GO:0001666	CXCL12
GO:0001764	CXCL12
GO:0001938	CXCL12
GO:0006874	CXCL12
GO:0006935	CXCL12
GO:0006952	CXCL12
GO:0006955	CXCL12
GO:0007155	CXCL12
GO:0007165	CXCL12
GO:0007186	CXCL12
GO:0008015	CXCL12
GO:0008064	CXCL12
GO:0008344	CXCL12
GO:0009314	CXCL12
GO:0009408	CXCL12
GO:0009615	CXCL12
GO:0022029	CXCL12
GO:0031100	CXCL12
GO:0033603	CXCL12
GO:0033622	CXCL12
GO:0038146	CXCL12
GO:0043434	CXCL12
GO:0045666	CXCL12
GO:0048842	CXCL12
GO:0050965	CXCL12
GO:0050966	CXCL12
GO:0060326	CXCL12
GO:0070098	CXCL12
GO:0090026	CXCL12
GO:0090280	CXCL12
GO:1902230	CXCL12
GO:1903237	CXCL12
GO:1990478	CXCL12
GO:1990869	CXCL12
GO:2000669	CXCL12
GO:0003333	SLC6A12
GO:0006865	SLC6A12
GO:0015718	SLC6A12
GO:0015812	SLC6A12
GO:0015812	SLC6A12
GO:0031460	SLC6A12
GO:0051936	SLC6A12
GO:0003333	SLC6A11
GO:0007420	SLC6A11
GO:0009410	SLC6A11
GO:0015718	SLC6A11
GO:0015734	SLC6A11
GO:0051936	SLC6A11
GO:1904782	SLC6A9
GO:0006836	SLC6A9
GO:0015816	SLC6A9
GO:0046985	SLC6A9
GO:0060092	SLC6A9
GO:0070455	SLC6A9
GO:0150104	SLC6A9
GO:0150104	SLC6A9
GO:1903804	SLC6A9
GO:1903804	SLC6A9
GO:1903804	SLC6A9
GO:0007186	NPBWR1
GO:0007268	NPBWR1
GO:0019222	NPBWR1
GO:0038003	NPBWR1
GO:0007186	NPBWR2
GO:0038003	NPBWR2
GO:0006508	PREP
GO:0005975	ME1
GO:0006108	ME1
GO:0006108	ME1
GO:0006734	ME1
GO:0006739	ME1
GO:0009165	ME1
GO:0009725	ME1
GO:0009743	ME1
GO:0022900	ME1
GO:0051289	ME1
GO:1902031	ME1
GO:0002088	GJA8
GO:0032645	GJA8
GO:0055085	GJA8
GO:1902551	GJA8
GO:1903282	GJA8
GO:1990349	GJA8
GO:0001964	GLRB
GO:0006811	GLRB
GO:0007218	GLRB
GO:0007268	GLRB
GO:0007340	GLRB
GO:0007399	GLRB
GO:0007601	GLRB
GO:0007628	GLRB
GO:0060013	GLRB
GO:0060079	GLRB
GO:0060079	GLRB
GO:0060079	GLRB
GO:0097112	GLRB
GO:1902476	GLRB
GO:0060079	GABRA4
GO:0006782	IREB2
GO:0006826	IREB2
GO:0006879	IREB2
GO:0009791	IREB2
GO:0017148	IREB2
GO:0030316	IREB2
GO:0034101	IREB2
GO:0050892	IREB2
GO:0051649	IREB2
GO:0055072	IREB2
GO:0015986	ATP5MC3
GO:1902600	ATP5MC3
GO:0042246	TM4SF4
GO:0007596	TFPI2
GO:0010951	TFPI2
GO:0071498	TFPI2
GO:0001525	LEPR
GO:0001934	LEPR
GO:0005977	LEPR
GO:0006094	LEPR
GO:0006112	LEPR
GO:0006909	LEPR
GO:0007166	LEPR
GO:0007275	LEPR
GO:0008203	LEPR
GO:0010507	LEPR
GO:0014009	LEPR
GO:0019953	LEPR
GO:0030217	LEPR
GO:0033210	LEPR
GO:0033210	LEPR
GO:0042593	LEPR
GO:0044321	LEPR
GO:0045721	LEPR
GO:0046850	LEPR
GO:0051049	LEPR
GO:0051346	LEPR
GO:0060259	LEPR
GO:0097009	LEPR
GO:0098868	LEPR
GO:0120162	LEPR
GO:0150104	LEPR
GO:0150104	LEPR
GO:0001675	RFX2
GO:0006357	RFX2
GO:0006357	RFX2
GO:0007286	RFX2
GO:0045944	RFX2
GO:0060271	RFX2
GO:1990830	RFX2
GO:0006351	RFX3
GO:0006355	RFX3
GO:0031018	RFX3
GO:0045892	RFX3
GO:0045893	RFX3
GO:0045944	RFX3
GO:0048469	RFX3
GO:0050796	RFX3
GO:0050796	RFX3
GO:0060271	RFX3
GO:0060285	RFX3
GO:0060287	RFX3
GO:0072560	RFX3
GO:2000078	RFX3
GO:0000122	RFX5
GO:0045348	RFX5
GO:0045944	RFX5
GO:0045944	RFX5
GO:0045944	RFX5
GO:0010506	PIP4K2A
GO:0010506	PIP4K2A
GO:0016310	PIP4K2A
GO:0035855	PIP4K2A
GO:0046627	PIP4K2A
GO:0061909	PIP4K2A
GO:0090119	PIP4K2A
GO:0090217	PIP4K2A
GO:1902635	PIP4K2A
GO:2000786	PIP4K2A
GO:0001714	SOX2
GO:0045944	SOX2
GO:0000122	SOX2
GO:0001649	SOX2
GO:0001654	SOX2
GO:0006325	SOX2
GO:0006355	SOX2
GO:0006355	SOX2
GO:0009611	SOX2
GO:0010468	SOX2
GO:0021781	SOX2
GO:0021983	SOX2
GO:0021984	SOX2
GO:0022409	SOX2
GO:0030900	SOX2
GO:0035019	SOX2
GO:0035019	SOX2
GO:0035019	SOX2
GO:0042246	SOX2
GO:0043281	SOX2
GO:0043410	SOX2
GO:0045597	SOX2
GO:0045665	SOX2
GO:0045893	SOX2
GO:0045893	SOX2
GO:0045944	SOX2
GO:0048839	SOX2
GO:0050680	SOX2
GO:0070848	SOX2
GO:0090090	SOX2
GO:0097150	SOX2
GO:1902807	SOX2
GO:0000122	SOX9
GO:0001501	SOX9
GO:0001502	SOX9
GO:0001502	SOX9
GO:0001658	SOX9
GO:0001708	SOX9
GO:0001837	SOX9
GO:0001894	SOX9
GO:0001934	SOX9
GO:0001942	SOX9
GO:0002053	SOX9
GO:0002062	SOX9
GO:0002062	SOX9
GO:0002067	SOX9
GO:0002683	SOX9
GO:0003170	SOX9
GO:0003179	SOX9
GO:0003180	SOX9
GO:0003188	SOX9
GO:0003203	SOX9
GO:0003413	SOX9
GO:0003415	SOX9
GO:0003430	SOX9
GO:0006334	SOX9
GO:0006338	SOX9
GO:0006366	SOX9
GO:0006468	SOX9
GO:0007010	SOX9
GO:0007165	SOX9
GO:0007173	SOX9
GO:0007219	SOX9
GO:0007283	SOX9
GO:0008284	SOX9
GO:0008584	SOX9
GO:0008584	SOX9
GO:0010463	SOX9
GO:0010564	SOX9
GO:0010628	SOX9
GO:0010629	SOX9
GO:0010634	SOX9
GO:0014032	SOX9
GO:0014036	SOX9
GO:0014068	SOX9
GO:0014070	SOX9
GO:0019100	SOX9
GO:0019933	SOX9
GO:0021780	SOX9
GO:0030155	SOX9
GO:0030279	SOX9
GO:0030279	SOX9
GO:0030282	SOX9
GO:0030502	SOX9
GO:0030850	SOX9
GO:0030857	SOX9
GO:0030858	SOX9
GO:0030879	SOX9
GO:0030903	SOX9
GO:0030916	SOX9
GO:0031018	SOX9
GO:0032331	SOX9
GO:0032332	SOX9
GO:0032332	SOX9
GO:0032808	SOX9
GO:0034504	SOX9
GO:0035019	SOX9
GO:0035622	SOX9
GO:0042127	SOX9
GO:0042981	SOX9
GO:0043066	SOX9
GO:0043066	SOX9
GO:0043491	SOX9
GO:0045662	SOX9
GO:0045668	SOX9
GO:0045732	SOX9
GO:0045892	SOX9
GO:0045893	SOX9
GO:0045893	SOX9
GO:0045944	SOX9
GO:0045944	SOX9
GO:0045944	SOX9
GO:0046322	SOX9
GO:0046533	SOX9
GO:0048665	SOX9
GO:0050679	SOX9
GO:0050679	SOX9
GO:0050680	SOX9
GO:0051216	SOX9
GO:0060008	SOX9
GO:0060009	SOX9
GO:0060009	SOX9
GO:0060018	SOX9
GO:0060041	SOX9
GO:0060070	SOX9
GO:0060174	SOX9
GO:0060221	SOX9
GO:0060441	SOX9
GO:0060509	SOX9
GO:0060517	SOX9
GO:0060532	SOX9
GO:0060534	SOX9
GO:0060575	SOX9
GO:0060729	SOX9
GO:0060784	SOX9
GO:0061036	SOX9
GO:0061036	SOX9
GO:0061046	SOX9
GO:0061138	SOX9
GO:0061145	SOX9
GO:0061323	SOX9
GO:0065003	SOX9
GO:0070168	SOX9
GO:0070168	SOX9
GO:0070371	SOX9
GO:0070384	SOX9
GO:0070542	SOX9
GO:0071260	SOX9
GO:0071300	SOX9
GO:0071347	SOX9
GO:0071364	SOX9
GO:0071504	SOX9
GO:0071560	SOX9
GO:0071773	SOX9
GO:0072034	SOX9
GO:0072089	SOX9
GO:0072190	SOX9
GO:0072193	SOX9
GO:0072197	SOX9
GO:0072289	SOX9
GO:0085029	SOX9
GO:0090090	SOX9
GO:0090103	SOX9
GO:0090184	SOX9
GO:0090190	SOX9
GO:0097065	SOX9
GO:0097152	SOX9
GO:0098609	SOX9
GO:1901203	SOX9
GO:1902732	SOX9
GO:1902894	SOX9
GO:1904864	SOX9
GO:2000020	SOX9
GO:2000138	SOX9
GO:2000648	SOX9
GO:2000741	SOX9
GO:2000794	SOX9
GO:2001054	SOX9
GO:0007422	RXRG
GO:0007507	RXRG
GO:0007519	RXRG
GO:0030182	RXRG
GO:0031641	RXRG
GO:0043401	RXRG
GO:0006886	ARCN1
GO:0008344	ARCN1
GO:0021691	ARCN1
GO:0043473	ARCN1
GO:0006066	ALDH3B2
GO:0006068	ALDH3B2
GO:0006629	ALDH3B2
GO:0030148	ALDH3B2
GO:0006694	LSS
GO:0006695	LSS
GO:0006695	LSS
GO:0016104	LSS
GO:0031647	LSS
GO:0006470	PPP3CC
GO:0007420	PPP3CC
GO:0007420	PPP3CC
GO:0033173	PPP3CC
GO:0070886	PPP3CC
GO:0070886	PPP3CC
GO:1900244	PPP3CC
GO:1900244	PPP3CC
GO:1901386	PPP3CC
GO:1901387	PPP3CC
GO:1905665	PPP3CC
GO:1905949	PPP3CC
GO:0006534	GCLC
GO:0006536	GCLC
GO:0006536	GCLC
GO:0006536	GCLC
GO:0006750	GCLC
GO:0006750	GCLC
GO:0006750	GCLC
GO:0006750	GCLC
GO:0006750	GCLC
GO:0006979	GCLC
GO:0006979	GCLC
GO:0007568	GCLC
GO:0007584	GCLC
GO:0009408	GCLC
GO:0009410	GCLC
GO:0009725	GCLC
GO:0014823	GCLC
GO:0019852	GCLC
GO:0031397	GCLC
GO:0032436	GCLC
GO:0032869	GCLC
GO:0035729	GCLC
GO:0043066	GCLC
GO:0043524	GCLC
GO:0044344	GCLC
GO:0044752	GCLC
GO:0045454	GCLC
GO:0045892	GCLC
GO:0046685	GCLC
GO:0046686	GCLC
GO:0051409	GCLC
GO:0051900	GCLC
GO:0070555	GCLC
GO:0071260	GCLC
GO:0071333	GCLC
GO:0071372	GCLC
GO:0097069	GCLC
GO:0097746	GCLC
GO:1901029	GCLC
GO:2000490	GCLC
GO:2001237	GCLC
GO:0006534	GCLM
GO:0006536	GCLM
GO:0006536	GCLM
GO:0006750	GCLM
GO:0006750	GCLM
GO:0006750	GCLM
GO:0006750	GCLM
GO:0006979	GCLM
GO:0007568	GCLM
GO:0007584	GCLM
GO:0008637	GCLM
GO:0009410	GCLM
GO:0014823	GCLM
GO:0035729	GCLM
GO:0035733	GCLM
GO:0043524	GCLM
GO:0044344	GCLM
GO:0044752	GCLM
GO:0051409	GCLM
GO:0051900	GCLM
GO:0071333	GCLM
GO:0071372	GCLM
GO:0097069	GCLM
GO:0097746	GCLM
GO:1990830	GCLM
GO:2001237	GCLM
GO:0030335	CD151
GO:0030335	CD151
GO:0044319	CD151
GO:0044319	CD151
GO:0045807	CD151
GO:0045807	CD151
GO:0007155	CD151
GO:0042098	CD151
GO:0045666	PCP4
GO:0099004	PCP4
GO:0006813	KCNJ5
GO:0086091	KCNJ5
GO:0098914	KCNJ5
GO:0098915	KCNJ5
GO:0099625	KCNJ5
GO:1990573	KCNJ5
GO:1990573	KCNJ5
GO:0002029	GIPR
GO:0006091	GIPR
GO:0007166	GIPR
GO:0007189	GIPR
GO:0007190	GIPR
GO:0007204	GIPR
GO:0007584	GIPR
GO:0009749	GIPR
GO:0031018	GIPR
GO:0032024	GIPR
GO:0038192	GIPR
GO:0043950	GIPR
GO:0048678	GIPR
GO:0050796	GIPR
GO:0051592	GIPR
GO:0070542	GIPR
GO:0006813	KCNC1
GO:0009636	KCNC1
GO:0009642	KCNC1
GO:0010996	KCNC1
GO:0014075	KCNC1
GO:0021549	KCNC1
GO:0021554	KCNC1
GO:0021759	KCNC1
GO:0022038	KCNC1
GO:0035864	KCNC1
GO:0051260	KCNC1
GO:0051262	KCNC1
GO:0071466	KCNC1
GO:0071774	KCNC1
GO:0071805	KCNC1
GO:0099505	KCNC1
GO:1903818	KCNC1
GO:1990089	KCNC1
GO:0006813	KCNJ3
GO:0051602	KCNJ3
GO:0086091	KCNJ3
GO:0098914	KCNJ3
GO:0098915	KCNJ3
GO:0099505	KCNJ3
GO:0099625	KCNJ3
GO:1990573	KCNJ3
GO:0007166	IFNAR2
GO:0007259	IFNAR2
GO:0009615	IFNAR2
GO:0035455	IFNAR2
GO:0035455	IFNAR2
GO:0035456	IFNAR2
GO:0035456	IFNAR2
GO:0051607	IFNAR2
GO:0060337	IFNAR2
GO:0060337	IFNAR2
GO:0060337	IFNAR2
GO:0098586	IFNAR2
GO:0000122	NRIP1
GO:0001543	NRIP1
GO:0006351	NRIP1
GO:0007623	NRIP1
GO:0019915	NRIP1
GO:0032922	NRIP1
GO:0045944	NRIP1
GO:0045944	NRIP1
GO:0071392	NRIP1
GO:0006888	TRAPPC10
GO:0006901	TRAPPC10
GO:0099022	TRAPPC10
GO:0043161	PSMD8
GO:0010466	SERPINB4
GO:0030162	SERPINB4
GO:0042270	SERPINB4
GO:0006520	GSS
GO:0006750	GSS
GO:0006979	GSS
GO:0007399	GSS
GO:0046686	GSS
GO:0006457	CCT5
GO:0007339	CCT5
GO:0009615	CCT5
GO:0032212	CCT5
GO:0050821	CCT5
GO:0061077	CCT5
GO:1901998	CCT5
GO:1904851	CCT5
GO:1904871	CCT5
GO:1904874	CCT5
GO:0001659	NMU
GO:0007186	NMU
GO:0007218	NMU
GO:0007218	NMU
GO:0060259	NMU
GO:0097009	NMU
GO:2000821	NMU
GO:0006659	PTDSS1
GO:0006659	PTDSS1
GO:0006659	PTDSS1
GO:0001504	SLC1A6
GO:0001504	SLC1A6
GO:0001504	SLC1A6
GO:0006811	SLC1A6
GO:0006836	SLC1A6
GO:0007268	SLC1A6
GO:0015804	SLC1A6
GO:0015810	SLC1A6
GO:0042391	SLC1A6
GO:0051649	SLC1A6
GO:0098655	SLC1A6
GO:0098712	SLC1A6
GO:0098712	SLC1A6
GO:0140009	SLC1A6
GO:0045104	KRT6C
GO:0000086	NES
GO:0007417	NES
GO:0007420	NES
GO:0030844	NES
GO:0031076	NES
GO:0032091	NES
GO:0043086	NES
GO:0043524	NES
GO:0048858	NES
GO:0051402	NES
GO:0072089	NES
GO:2000179	NES
GO:0006546	AMT
GO:0019464	AMT
GO:0006468	CSNK1A1
GO:0007030	CSNK1A1
GO:0007049	CSNK1A1
GO:0007166	CSNK1A1
GO:0016055	CSNK1A1
GO:0018105	CSNK1A1
GO:0018105	CSNK1A1
GO:0019082	CSNK1A1
GO:0032436	CSNK1A1
GO:0032436	CSNK1A1
GO:0043161	CSNK1A1
GO:0045104	CSNK1A1
GO:0051301	CSNK1A1
GO:0090090	CSNK1A1
GO:0090090	CSNK1A1
GO:1904424	CSNK1A1
GO:0001934	CSNK1D
GO:0006468	CSNK1D
GO:0006468	CSNK1D
GO:0007020	CSNK1D
GO:0007030	CSNK1D
GO:0016055	CSNK1D
GO:0018105	CSNK1D
GO:0032436	CSNK1D
GO:0032922	CSNK1D
GO:0034067	CSNK1D
GO:0034067	CSNK1D
GO:0042752	CSNK1D
GO:0048208	CSNK1D
GO:0051225	CSNK1D
GO:0061512	CSNK1D
GO:0071539	CSNK1D
GO:0071539	CSNK1D
GO:0071539	CSNK1D
GO:0071539	CSNK1D
GO:0090263	CSNK1D
GO:1905426	CSNK1D
GO:1905515	CSNK1D
GO:1990090	CSNK1D
GO:2000052	CSNK1D
GO:0005975	IDH2
GO:0006097	IDH2
GO:0006099	IDH2
GO:0006102	IDH2
GO:0006103	IDH2
GO:0016310	PIK3CG
GO:0001525	PIK3CG
GO:0001819	PIK3CG
GO:0002250	PIK3CG
GO:0002407	PIK3CG
GO:0002675	PIK3CG
GO:0002679	PIK3CG
GO:0003376	PIK3CG
GO:0006468	PIK3CG
GO:0006897	PIK3CG
GO:0006954	PIK3CG
GO:0006955	PIK3CG
GO:0007186	PIK3CG
GO:0007186	PIK3CG
GO:0007204	PIK3CG
GO:0010595	PIK3CG
GO:0010818	PIK3CG
GO:0010897	PIK3CG
GO:0014065	PIK3CG
GO:0014065	PIK3CG
GO:0014065	PIK3CG
GO:0030593	PIK3CG
GO:0032252	PIK3CG
GO:0033628	PIK3CG
GO:0035022	PIK3CG
GO:0035747	PIK3CG
GO:0042098	PIK3CG
GO:0042110	PIK3CG
GO:0043303	PIK3CG
GO:0043406	PIK3CG
GO:0045087	PIK3CG
GO:0046854	PIK3CG
GO:0051897	PIK3CG
GO:0055118	PIK3CG
GO:0070527	PIK3CG
GO:0071320	PIK3CG
GO:0072672	PIK3CG
GO:0097284	PIK3CG
GO:1903169	PIK3CG
GO:2000270	PIK3CG
GO:0006629	PITPNB
GO:0006890	PITPNB
GO:0006890	PITPNB
GO:0006997	PITPNB
GO:0015914	PITPNB
GO:0120009	PITPNB
GO:0120009	PITPNB
GO:0120009	PITPNB
GO:0001867	MASP1
GO:0006508	MASP1
GO:0008150	HSPA7
GO:0001655	LHX1
GO:0001657	LHX1
GO:0001658	LHX1
GO:0001702	LHX1
GO:0001705	LHX1
GO:0001706	LHX1
GO:0001822	LHX1
GO:0006366	LHX1
GO:0007267	LHX1
GO:0007389	LHX1
GO:0007399	LHX1
GO:0008045	LHX1
GO:0009653	LHX1
GO:0009791	LHX1
GO:0009880	LHX1
GO:0009887	LHX1
GO:0009948	LHX1
GO:0009952	LHX1
GO:0009953	LHX1
GO:0010468	LHX1
GO:0010842	LHX1
GO:0021517	LHX1
GO:0021527	LHX1
GO:0021537	LHX1
GO:0021549	LHX1
GO:0021702	LHX1
GO:0021871	LHX1
GO:0021937	LHX1
GO:0032525	LHX1
GO:0035502	LHX1
GO:0035846	LHX1
GO:0035847	LHX1
GO:0035849	LHX1
GO:0040019	LHX1
GO:0044344	LHX1
GO:0045892	LHX1
GO:0045893	LHX1
GO:0048382	LHX1
GO:0048646	LHX1
GO:0048703	LHX1
GO:0048793	LHX1
GO:0060059	LHX1
GO:0060065	LHX1
GO:0060066	LHX1
GO:0060067	LHX1
GO:0060068	LHX1
GO:0060322	LHX1
GO:0060429	LHX1
GO:0061205	LHX1
GO:0072049	LHX1
GO:0072050	LHX1
GO:0072077	LHX1
GO:0072177	LHX1
GO:0072178	LHX1
GO:0072197	LHX1
GO:0072224	LHX1
GO:0072278	LHX1
GO:0072283	LHX1
GO:0072284	LHX1
GO:0072284	LHX1
GO:0090009	LHX1
GO:0090190	LHX1
GO:0097379	LHX1
GO:0097477	LHX1
GO:2000543	LHX1
GO:2000744	LHX1
GO:2000768	LHX1
GO:0001525	CCN3
GO:0002062	CCN3
GO:0010468	CCN3
GO:0010761	CCN3
GO:0010832	CCN3
GO:0014909	CCN3
GO:0030308	CCN3
GO:0033627	CCN3
GO:0033627	CCN3
GO:0035767	CCN3
GO:0044342	CCN3
GO:0045747	CCN3
GO:0045747	CCN3
GO:0046676	CCN3
GO:0048659	CCN3
GO:0050728	CCN3
GO:0060326	CCN3
GO:0060392	CCN3
GO:0061484	CCN3
GO:0071603	CCN3
GO:0090027	CCN3
GO:1901223	CCN3
GO:1902731	CCN3
GO:1904057	CCN3
GO:1990523	CCN3
GO:0061337	SLC4A3
GO:0015698	SLC4A3
GO:0015701	SLC4A3
GO:0015701	SLC4A3
GO:0086001	SLC4A3
GO:0098656	SLC4A3
GO:0150104	SLC4A3
GO:0006811	SLC9A3
GO:0098719	SLC9A3
GO:1902600	SLC9A3
GO:0019441	TDO2
GO:0019441	TDO2
GO:0051289	TDO2
GO:0051289	TDO2
GO:1904842	TDO2
GO:0003009	TNNI2
GO:0006937	TNNI2
GO:0045893	TNNI2
GO:0006954	ADGRE5
GO:0006955	ADGRE5
GO:0007155	ADGRE5
GO:0007166	ADGRE5
GO:0007186	ADGRE5
GO:0007267	ADGRE5
GO:0006816	TRPC1
GO:0042438	TRPC1
GO:0051281	TRPC1
GO:0051480	TRPC1
GO:0051592	TRPC1
GO:0051592	TRPC1
GO:0070588	TRPC1
GO:1903779	TRPC1
GO:0006260	POLD2
GO:0006261	POLD2
GO:0042276	POLD2
GO:0071897	POLD2
GO:0008283	MARCKSL1
GO:0008284	MARCKSL1
GO:0006351	PXN
GO:0007155	PXN
GO:0007160	PXN
GO:0007165	PXN
GO:0007172	PXN
GO:0007179	PXN
GO:0016477	PXN
GO:0016477	PXN
GO:0034614	PXN
GO:0043542	PXN
GO:0051496	PXN
GO:0060396	PXN
GO:0001782	CAMLG
GO:0001881	CAMLG
GO:0006952	CAMLG
GO:0007165	CAMLG
GO:0007173	CAMLG
GO:0016192	CAMLG
GO:0031397	CAMLG
GO:0032435	CAMLG
GO:0045048	CAMLG
GO:0050821	CAMLG
GO:0050821	CAMLG
GO:0071816	CAMLG
GO:0071816	CAMLG
GO:0000122	NR2C2
GO:0006355	NR2C2
GO:0007283	NR2C2
GO:0007399	NR2C2
GO:0030522	NR2C2
GO:0045944	NR2C2
GO:0045944	NR2C2
GO:0045944	NR2C2
GO:0000165	MAPKAPK2
GO:0002224	MAPKAPK2
GO:0006468	MAPKAPK2
GO:0006691	MAPKAPK2
GO:0006954	MAPKAPK2
GO:0006974	MAPKAPK2
GO:0018105	MAPKAPK2
GO:0032496	MAPKAPK2
GO:0032675	MAPKAPK2
GO:0032680	MAPKAPK2
GO:0032760	MAPKAPK2
GO:0034097	MAPKAPK2
GO:0035924	MAPKAPK2
GO:0038066	MAPKAPK2
GO:0043488	MAPKAPK2
GO:0043488	MAPKAPK2
GO:0044351	MAPKAPK2
GO:0048010	MAPKAPK2
GO:0048010	MAPKAPK2
GO:0048839	MAPKAPK2
GO:0060907	MAPKAPK2
GO:0070935	MAPKAPK2
GO:0070935	MAPKAPK2
GO:0070935	MAPKAPK2
GO:1900034	MAPKAPK2
GO:0003151	NPY2R
GO:0003214	NPY2R
GO:0007193	NPY2R
GO:0007218	NPY2R
GO:0007218	NPY2R
GO:0007626	NPY2R
GO:0006259	DNASE1L1
GO:0090305	DNASE1L1
GO:0090305	DNASE1L1
GO:0006081	ALDH9A1
GO:0006081	ALDH9A1
GO:0042136	ALDH9A1
GO:0042445	ALDH9A1
GO:0045329	ALDH9A1
GO:0051289	ALDH9A1
GO:0007166	PTH2R
GO:0007186	PTH2R
